선물로 샀는데 저도 사고 싶어요,date,review,rating,tokens
694,25.04.14.,디자인 너무 이뻐요!!,5,"['디자인', '이쁘다']"
695,25.04.01.,사이즈 색상 다 맘에 들어요 다른 색도 구매하고 싶어요,5,"['사이즈', '색상', '맘', '들다', '색도', '구매']"
696,25.03.19.,적당한 크기에 무겁지 않아서 좋아요,5,"['적당하다', '크기', '무겁다', '않다', '좋다']"
697,25.03.09.,"적당한 크기에 무겁ㅁ텀블러 많이 써봤지만 이만한 게 없어서 앞으로 스탠리만 쓸 거 같아요ㅋㅋ 여름 날 얼음 물 넣은 텀블러 그대로 두고 퇴근했는데 다음날 많이 녹지도 않은 거 본 이후로는 무조건 스탠리입니다ㅋㅋ 떨어져도 튼튼, 흠집도 잘 안 나고 좋습니다 텀블러가 생각보다 조금 커서 당황했지만 물 더 많이 마실 수 있어서 좋아요ㅋㅋㅋ 지 않아서 좋아요",5,"['적당하다', '크기', '무겁다', '텀블러', '써다', '보다', '이만', '없다', '앞', '스탠리', '쓸다', '여름', '날', '얼음', '물', '넣다', '텀블러', '그대로', '두다', '퇴근', '날', '녹지', '않다', '보다', '이후', '무조건', '스탠리', '떨어지다', '틀다', '틀다', '흠집', '자다', '안', '좋다', '텀블러', '생각', '커서', '당황', '물', '더', '말다', '좋다', '지다', '않다', '좋다']"
698,25.03.18.,배송도 빠르고 너무 이뻐요 추천합니다,5,"['배송', '빠르다', '이쁘다', '추천']"
699,25.02.24.,"스탠리 제품 좋은 건 다들 알고 있는 것 같아요.
타사 텀블러도 여러 개 있는데 유독 보온, 보냉 잘 되는 것 같아요. 한 가지 아쉬운 건 빨대 부분인데 세척이 꼼꼼하게 안 되는 것 같아 살짝 아쉽고 빨대 덮개가 같이 세트로 판매됐으면 좋겠네요.",5,"['스탠리', '제품', '좋다', '들다', '알', '텀블러', '여러', '유독', '보온', '보냉', '자다', '가지', '아쉽다', '빨대', '부분', '세척', '꼼꼼하다', '안', '살짝', '아쉽다', '빨대', '덮개', '세트', '판매', '좋다']"
700,25.03.15.,믿고 사는 스탠리 텀블러입니다 이쁘고 실용성도 좋아요,5,"['믿다', '살다', '스탠리', '텀블러', '이쁘다', '실용', '성도', '좋다']"
701,25.03.26.,"친구 선물했는데, 색이 정말 영롱합니다!
무엇보다 가볍네요!!
포장도 정말 꼼꼼하게 되어 있어서, 선물하기에도 좋습니다!",5,"['친구', '선물', '색', '정말', '영롱하다', '가볍다', '포장', '정말', '꼼꼼하다', '선물', '좋다']"
702,25.02.19.,"저 같은 얼죽아에게는 얼음이 정말 소중한데 스탠리 텀블러는 얼음이 진짜 안 녹아요.
이전에 쓰던 텀블러도 스탠리 제품이었는데 슬슬 새기 시작해서 주문했습니다 이번에도 잘 써보도록 하겠나이다",5,"['얼', '죽다', '얼음', '정말', '소중하다', '스탠리', '텀블러', '얼음', '진짜', '안', '녹다', '이전', '쓰다', '텀블러', '스탠리', '제품', '슬슬', '새다', '시작', '주문', '자다', '써다', '보다']"
703,25.04.11.,텀블러는 늘 스탠리만 사용합니다,5,"['텀블러', '늘', '스탠리', '사용']"
704,25.03.19.,아직 써보지는 않았지만 예쁘네요~,5,"['써다', '보지', '않다', '예쁘다']"
705,25.04.26.,좋아요 좋아요 좋아요 좋아요,5,"['좋다', '좋다', '좋다', '좋다']"
708,25.04.07.,배송이 빨라서 너무 좋아요,5,"['배송', '빨', '좋다']"
709,25.04.07.,맘에 들어요 잘 받았습니다,5,"['맘', '들다', '자다', '받다']"
710,25.03.09.,"스탠리 너무 좋아해서 
친구들 선물로 자주 주는데 다 좋아해요
선물로 추천합니다!",5,"['스탠리', '좋아하다', '친구', '선물', '자주', '주다', '좋아하다', '선물', '추천']"
711,25.04.05.,사이즈 들고 다니기 딱 좋은 거 같아요,5,"['사이즈', '들다', '다니다', '좋다']"
712,25.03.09.,친구 생일선물로 사줬어요 색상도 예쁘고 배송도 엄청 빨랐습니다 최고??,5,"['친구', '생일', '선물', '사주다', '색상', '예쁘다', '배송', '빨르다', '최고']"
713,25.03.07.,너무 이뻐요!! 591도 작지 않고 크네요 ㅎㅎ 헬스장 갈 때마다 맨날 들고 갈게요,5,"['이쁘다', '작다', '않다', '크다', '헬스장', '갈다', '들다', '갈다']"
714,25.03.08.,"아이가 직접 고른 텀블러~
비싸지만 저도 스탠리 좋아해서 구매했어요 
잘 쓸게요",5,"['직접', '고르다', '텀블러', '비싸다', '스탠리', '좋아하다', '구매', '자다', '쓸다']"
715,25.03.25.,"선물로 주기 정말 좋은 것 같아요
손 작은 여자분들한텐 무거울 것 같은데 평균 정도 사이즈라면 무리 없이 들고 다니실 수 있습니다.",5,"['선물', '주기', '정말', '좋다', '손', '작다', '여자', '한텐', '무겁다', '평균', '정도', '사이즈', '라면', '무리', '들다', '다니다']"
716,25.03.03.,"배송 빠르고 좋아요! 
색상 이쁘고 튼튼해 보여요!!",5,"['배송', '빠르다', '좋다', '색상', '이쁘다', '튼튼하다', '보이다']"
717,25.03.19.,아주 좋아요 마음에 들어요,5,"['아주', '좋다', '마음', '들다']"
718,25.03.21.,글라시에 887 사고 싶었는데 품절이라 이거 선택!,5,"['글', '라시', '사고', '품절', '선택']"
719,25.03.18.,색상도 이쁘고 보냉 잘 돼서 좋아요,5,"['색상', '이쁘다', '보냉', '자다', '좋다']"
720,25.03.01.,스탠리가 텀블러 중에서는 가장 디자인도 마음에 들고 성능도 좋아요 딸아이 주려고 깔끔한 화이트로 샀어요,5,"['스탠리', '텀블러', '가장', '디자인', '마음', '들다', '성능', '좋다', '딸아이', '주', '려고', '깔끔하다', '화이트', '사다']"
721,25.02.11.,배송 및 대응이 최악입니다 그런 식으로 책임감 없이 고객들 관리하지 마세요 왜 피해는 고객이 봐야 하는 거죠? 명절 한참 전에 구매해서 다음날 도착 보장으로 구매했는데도 배송이 안 오는데 출고 늦어진다는 사전에 연락이라도 하던가 아무 말 없어서 문의하니 명절 전에 도착한다 해놓고 명절 후에 보내시는 건 무슨 경우죠? 주문이 누락됐다 하면 다인 가요? 애초에 다음날 도착 보장인 상품을 3일 동안 출고를 안 해놓고 문의하니 명절 전에 도착한다고 큰소리치더니 또 안 보내고 누락됐다 하는 거는 무슨 경우인지 왜 소비자가 피해를 세 번씩 보게 만드세요? 애초에 배송이 제때 안 가면,1,"['배송', '대응', '최악', '그렇다', '식', '책임감', '고객', '관리', '말다', '피해', '고객', '보다', '명절', '한참', '전', '구매', '날', '도착', '보장', '구매', '배송', '안', '오다', '출고', '늦어지다', '사전', '연락', '아무', '말', '없다', '문의', '명절', '전', '도착', '명절', '후', '보내다', '경우', '주문', '누락', '다인', '애초', '날', '도착', '보장', '상품', '출고', '안', '문의', '명절', '전', '도착', '큰소리치다', '안', '보내다', '누락', '경우', '소비자', '피해', '세', '번', '보다', '만들다', '애초', '배송', '제때', '안', '가면']"
722,25.02.24.,색상이 너무 예뻐요!?? 내구성도 튼튼해 보이고 손이 들어가는 사이즈라 세척도 용이해서 좋습니다!,5,"['색상', '예쁘다', '구성', '튼튼하다', '보이', '손', '들어가다', '사이즈', '세척', '용이하다', '좋다']"
723,25.04.06.,색도 파스텔톤으로 마음에 들어요,5,"['색도', '파스텔', '톤', '마음', '들다']"
724,25.04.10.,너무 예뻐서 계속 사용 중입니다.,5,"['예쁘다', '계속', '사용']"
725,25.03.07.,"선물했는데 색이 너무 맘에 들어요~
이 사이즈로도 더 다양한 색상이 나오면 좋겠네요!",5,"['선물', '색', '맘', '들다', '사이', '즈', '더', '다양하다', '색상', '나오다', '좋다']"
726,25.04.07.,선물해 줬는데 너무 좋아하네요,5,"['선물', '주다', '좋아하다']"
727,25.03.09.,전에 쓰던 게 오래 사용해서 신제품으로 다시 구매했습니다. 믿고 쓰네요 ㅎㅎ,5,"['전', '쓰다', '사용', '신제품', '다시', '구매', '믿다', '쓰다']"
728,25.04.09.,사이즈 좋고 가격도 좋고.,5,"['사이즈', '좋다', '가격', '좋다']"
729,25.03.13.,선물 주려고 구매했어요 마음에 들었으면 좋겠네요,5,"['선물', '주', '려고', '구매', '마음', '들다', '좋다']"
730,25.04.06.,전에 다른 색 구매하고 너무 좋아서 또 구매...,5,"['전', '색', '구매', '좋다', '구매']"
731,25.03.02.,친구 선물로 사줬는데 너무 맘에 들어 해요 근데 네이버 공식 사이트에는 색상이 많이 없어서 아쉬웠음,5,"['친구', '선물', '사주다', '맘', '들다', '네이버', '공식', '사이트', '색상', '없다', '아쉽다']"
732,25.04.16.,잘 받았습니다 수고하세요,5,"['자다', '받다', '수고']"
733,25.03.12.,친한 언니 취뽀+졸업+생일 겸 사준 건데 만족해서 저도 좋아요~~,5,"['친하다', '언니', '취뽀', '졸업', '생일', '겸', '사다', '만족하다', '좋다']"
734,25.04.10.,선물하기 좋은 제품이예요,5,"['선물', '좋다', '제품']"
735,25.03.04.,"빠른 배송 감사합니다. 
포장이 깔끔하네요.
크기는 딱 적당합니다.",5,"['빠르다', '배송', '감사하다', '포장', '깔끔하다', '크기', '적당하다']"
736,25.04.06.,용량이 커서 쓰기 좋고 예뻐요,5,"['용량', '커서', '쓰기', '좋다', '예쁘다']"
737,25.01.30.,"처음에 색이 너무 여러 가지라 고르기 힘들었는데 상세 보기에서 보여주는 색들이랑 실제 색이랑 이질감 없이 거의 비슷하네요.
성능은 그 유명한 스탠리라서 좋네요. 확실히 안을 차갑게 만들고 얼음을 넣어두면 녹는 게 느리고 오랫동안 시원한 물을 마실 수 있었어요.
명절이라 배송도 늦을 줄 알았는데 생각한 것보다 훨씬 빠르게 와서 좋았어요.
스탠리 사이트에서 산 거라 짝퉁 걱정도 없고 가격이 좀 부담스럽긴 했지만 오래 쓴다고 생각하면 나쁘지 않은 것 같아요.",5,"['처음', '색', '여러', '가지', '고르다', '힘들다', '상세', '보기', '보여주다', '색', '실제', '색', '질감', '성능', '유명하다', '스탠리', '좋다', '확실하다', '안', '차갑다', '만들다', '얼음', '넣다', '두다', '녹다', '느리다', '시원하다', '물', '말다', '명절', '배송', '늦', '줄', '알다', '생각', '빠르다', '오다', '좋다', '스탠리', '사이트', '산', '짝퉁', '걱정', '없다', '가격', '부담스럽다', '쓴다', '생각', '나쁘다', '않다']"
738,25.03.13.,보온도 잘 되고 색깔이 너무 예뻐요,5,"['보온', '자다', '색깔', '예쁘다']"
739,25.03.31.,색감도 너무 예쁘고 빨대컵도 되고 그냥도 마실 수 있는데 밀폐까지 돼서 너무 좋아요!!,5,"['색감', '예쁘다', '빨대', '컵', '그냥', '말다', '밀폐', '좋다']"
740,25.02.08.,생각보다 큰 용량이네요 손이 작은 편이라 손잡이가 없어서 손목에 좀 무리가 갑니다. 색은 이쁜 연핑크에 빨대가 굵어서 덩어리감 있는 음료 마시기가 좋습니다. 잘 쓰겠습니다~,5,"['생각', '크다', '용량', '손', '작다', '편이', '손잡이', '없다', '손목', '무리', '색', '이쁘다', '연', '핑크', '빨대', '굵다', '덩어리', '감', '음료', '마시기', '좋다', '자다', '쓰다']"
741,25.03.10.,보온 보냉 역시 좋고요~ 파스텔톤 색감도 예뻐요,5,"['보온', '보냉', '역시', '좋다', '파스텔', '톤', '색감', '예쁘다']"
742,25.03.20.,완전 맘에 들어요!,5,"['완전', '맘', '들다']"
743,25.03.08.,"손잡이가 없어서 망설였는데 용량도 적당하고, 고등학교 1학년 여학생 작은 손에도 잘 잡힙니다^^",5,"['손잡이', '없다', '망설이다', '용량', '적당하다', '고등학교', '학년', '여학생', '작다', '손', '자다', '잡히다']"
744,25.04.07.,사용하기 편한 것 같아요,5,"['사용', '편하다']"
745,25.03.03.,이쁘고 보냉 잘됩니다. 다만 무게는 조금 있어서 팔목에 무리가 갑니다ㅜㅜ,5,"['이쁘다', '보냉', '무게', '팔목', '무리']"
746,25.03.18.,"보온 보냉 잘되고 색도 엄청 예뻐요! 
미스트 사고 싶은데 품절이 안 풀려서 속상했던 마음이 싹 갔어요!",5,"['보온', '보냉', '색도', '예쁘다', '미스트', '사고', '품절', '안', '풀다', '속상하다', '마음', '싹']"
747,25.03.28.,"일단 색이 너무 예쁘고
한 손에 잡기 쉬워서 졸았어요",5,"['색', '예쁘다', '손', '잡기', '쉽다', '졸다']"
748,25.03.30.,스탠리 텀블러 보온성도 좋고 이미 검증된 제품이라 잘 쓰고 있습니다,5,"['스탠리', '텀블러', '보온', '성도', '좋다', '검증', '제품', '자다', '쓰다']"
749,25.03.14.,선물 받아서 써보다가 너무 좋아서 남편도 쓰라고 사줬는데 잘 쓰고 있어요. 커피를 오래 마시는데 그동안에도 얼음이 안 녹고 계속 남아있어요. 보온력이 진짜 좋아요!!,5,"['선물', '받다', '써다', '좋다', '남편', '쓰다', '사주다', '자다', '쓰다', '커피', '마시다', '그동안', '얼음', '안', '녹다', '계속', '남다', '보온', '진짜', '좋다']"
750,25.03.11.,친구 생일선물로 줬는데 맘에 들어서 저도 구매할까 생각 중요 ㅋㅋ,5,"['친구', '생일', '선물', '주다', '맘', '들어서다', '구매', '생각', '중요']"
751,25.03.19.,노란색 실물이 더 이쁘네요,5,"['노란색', '실물', '더', '이쁘다']"
752,25.02.20.,"화이트 사용해 보고 좋아 시폼으로 하나 더 구매했는데 실물 색상이 파스텔톤으로 더 고급 지고 예쁘네요
기능은 사용해 보고 구매하는 거라 너무 맘에 들어요",5,"['화이트', '사용', '보고', '좋다', '시', '폼', '더', '구매', '실물', '색상', '파스텔', '톤', '더', '고급', '지고', '예쁘다', '기능', '사용', '보고', '구매', '맘', '들다']"
753,25.03.31.,"튼튼해요 이뻐요
너무 큰 사이즈보다 좋은 거 같아요",5,"['튼튼하다', '이쁘다', '크다', '사이즈', '좋다']"
754,25.02.14.,"쓰던 텀블러 냉보온 기능이 떨어져서 기능으로 인정받는 스탠리로 구입했어요
전날 오후에 주문했는데 다음날 오전에 받아서 ㄷㄷ 배송 진짜 빠르네요~~
크림 색상하려다 품절돼서 로즈로 했는데 연분홍이라 맘에 들어요~^^ 냉 보온도 잘 되겠지요!!",5,"['쓰다', '텀블러', '냉', '보온', '기능', '떨어지다', '기능', '인정받다', '스탠리', '구입', '전날', '오후', '주문', '날', '오전', '받다', '배송', '진짜', '빠르다', '크림', '색상', '품절', '즈', '연분홍', '맘', '들다', '냉', '보온', '자다']"
755,25.04.09.,잘 쓰고 있어요 좋아요,3,"['자다', '쓰다', '좋다']"
756,25.04.04.,다른 제품 쓰다가 빨대가 편해 보여 추가 구매했어요,5,"['제품', '쓰다', '빨대', '편하다', '보이다', '추가', '구매']"
757,25.03.05.,아직 사용 전인데 배송도 빠르고 색상이 너무 예쁘네요~~ 잘 구매한 것 같아요!!^^,5,"['사용', '전', '배송', '빠르다', '색상', '예쁘다', '자다', '구매']"
758,25.04.01.,진짜 너무너무 좋아요 얼음이 안 녹아요,5,"['진짜', '좋다', '얼음', '안', '녹다']"
759,25.04.06.,"잘 받았습니다
감사합니다",5,"['자다', '받다', '감사하다']"
760,25.02.18.,너무 큰 건 부담스러워서 이걸로 샀는데 크기도 적당하고 딱 좋아요! 색도 이쁘고 기능도 좋아서 왜 다들 스탠리 쓰는지 알 것 같더라고요~,5,"['크다', '부담스럽다', '사다', '크기', '적당하다', '좋다', '색도', '이쁘다', '기능', '좋다', '들다', '스탠리', '쓰다', '알']"
